gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.0	0.011	0.005	0.0	0.003	0.017	0.0	0.008	0.0	0.015	0.026	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.0	0.011	0.005	0.0	0.003	0.017	0.0	0.008	0.0	0.015	0.026	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.0	0.011	0.005	0.0	0.003	0.017	0.0	0.008	0.0	0.015	0.026	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.0	0.011	0.005	0.0	0.003	0.017	0.0	0.008	0.0	0.015	0.026	0.012
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.0	0.0	0.0	0.007	0.003	0.004	0.0	0.002	0.0	0.005	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.0	0.0	0.0	0.007	0.003	0.004	0.0	0.002	0.0	0.005	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.0	0.055	0.047	0.041	0.039	0.031	0.033	0.034	0.032	0.015	0.045	0.022
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	2.762	2.205	2.442	2.435	2.734	2.136	2.282	2.412	2.53	1.931	1.538	2.228
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	1.508	2.458	1.843	1.802	2.169	2.058	2.017	2.141	2.115	2.405	0.888	1.455
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	1.492	0.916	1.947	1.478	1.91	0.605	1.16	1.013	1.025	0.013	2.218	1.338
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	1.492	0.916	1.947	1.478	1.91	0.605	1.16	1.013	1.025	0.013	2.218	1.338
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	1.492	0.916	1.947	1.478	1.91	0.605	1.16	1.013	1.025	0.013	2.218	1.338
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.451	0.026	0.072	0.062	0.089	0.0	0.045	0.074	0.005	0.359	0.134
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.311	1.684	1.62	0.179	0.127	0.081	0.12	0.108	0.072	0.72	0.022
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.038	0.225	0.317	0.029	0.025	0.047	0.011	0.012	0.012	0.133	0.005
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	5.721	5.153	5.478	5.382	5.598	5.287	5.293	5.441	5.512	4.857	5.498	5.314
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	0.0	0.14	0.133	0.153	0.096	0.154	0.029	0.144	0.097	0.149	0.0	0.098
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	1.088	0.952	1.06	0.934	1.063	0.928	0.728	1.086	1.098	0.347	1.107	0.711
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.296	0.205	0.136	0.188	0.175	0.182	0.147	0.192	0.211	0.177	0.208	0.198
IL10RB	Q08334	True	I10R2_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.296	0.205	0.136	0.188	0.175	0.182	0.147	0.192	0.211	0.177	0.208	0.198
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.0	0.009	0.004	0.008	0.006	0.011	0.0	0.006	0.006	0.009	0.02	0.007
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.0	0.047	0.05	0.1	0.054	0.105	0.023	0.055	0.085	0.36	0.089	0.052
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.0	0.047	0.05	0.1	0.054	0.105	0.023	0.055	0.085	0.36	0.089	0.052
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.357	0.268	0.652	0.652	0.376	0.287	0.441	0.371	0.427	0.114	0.99	0.351
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.357	0.268	0.652	0.652	0.376	0.287	0.441	0.371	0.427	0.114	0.99	0.351
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.357	0.268	0.652	0.652	0.376	0.287	0.441	0.371	0.427	0.114	0.99	0.351
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL2RG	P31785	True	IL2RG_HUMAN	IL9 receptor	CPI-CS06B657CAB	2.484	2.0	2.273	2.132	2.329	2.043	2.186	2.145	2.347	1.743	2.362	2.144
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.195	0.197	0.168	0.172	0.15	0.186	0.249	0.143	0.157	0.268	0.226	0.126
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.195	0.197	0.168	0.172	0.15	0.186	0.249	0.143	0.157	0.268	0.226	0.126
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.195	0.197	0.168	0.172	0.15	0.186	0.249	0.143	0.157	0.268	0.226	0.126
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.0	0.0	0.016	0.009	0.009	0.009	0.0	0.003	0.02	0.009	0.026	0.006
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.0	0.0	0.016	0.009	0.009	0.009	0.0	0.003	0.02	0.009	0.026	0.006
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.0	0.0	0.0	0.002	0.0	0.002	0.027	0.001	0.0	0.001	0.0	0.049
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.068	0.005	0.018	0.001	0.032	0.0	0.005	0.0	0.002	0.0	0.016
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.156	0.083	0.179	0.262	0.155	0.146	0.182	0.186	0.244	0.087	0.275	0.104
IFNLR1	Q8IU57	True	INLR1_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.0	0.005	0.017	0.002	0.014	0.012	0.04	0.018	0.039	0.002	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.0	0.027	0.092	0.073	0.09	0.03	0.065	0.101	0.088	0.004	0.207	0.25
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.409	0.745	0.798	0.8	0.781	0.74	1.011	0.734	0.82	0.617	0.814	0.631
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.0	0.105	0.158	0.196	0.101	0.181	0.171	0.137	0.11	0.125	0.09	0.075
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.0	0.022	0.004	0.047	0.003	0.108	0.0	0.019	0.018	0.205	0.0	0.017
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.201	3.302	0.83	2.662	1.296	2.944	1.22	2.422	1.455	2.204	0.875	3.086
IL9R	Q01113	True	IL9R_HUMAN	IL9 receptor	CPI-CS06B657CAB	0.0	0.003	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	2.633	1.626	2.553	2.324	2.384	1.972	1.958	2.293	2.327	1.674	2.63	2.27
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC01C699B73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC04936738A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.0	0.013	0.008	0.01	0.006	0.007	0.0	0.007	0.0	0.005	0.024	0.011
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.0	0.046	0.16	0.052	0.156	0.033	0.036	0.09	0.078	0.019	0.201	0.127
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.18	0.072	0.084	0.05	0.077	0.082	0.131	0.074	0.058	0.093	0.08	0.121
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.0	0.002	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0C907A888	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC08B1D5269	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.041
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC0F8101D41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.0	0.0	0.003	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.0	0.023	0.017	0.014	0.013	0.01	0.029	0.009	0.0	0.025	0.0	0.01
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0A199B69E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.0	0.0	0.01	0.007	0.003	0.007	0.0	0.002	0.0	0.002	0.0	0.002
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BA1D5E00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0147A8A42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC08938BB1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC02131C05A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0BF16A11C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06B4C6DD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06E5E0C83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
