gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical_NKT_cells	CD8+_CD73+_regulatory_T_cells	CD8+_NK-like_TEMRA_cells	CD8+_NK-like_early_effector_T_cells	CD8+_TEMRA_cells	CD8+_central_memory_T_cells	CD8+_cycling_effector_T_cells	CD8+_effector_memory_T_cells_1	CD8+_effector_memory_T_cells_2	CD8+_naive_T_cells	Gamma_Delta_T_cells	MAIT_cells
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.155	0.0	0.106	0.025	0.115	0.0	0.075	0.01	0.04	0.0	0.214	0.04
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	1.024	0.62	1.119	0.823	1.139	0.651	1.078	0.879	1.278	0.592	1.148	1.316
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.013	0.405	0.099	0.326	0.058	0.451	0.431	0.365	0.366	0.489	0.0	0.666
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.115	0.0	1.234	0.058	0.763	0.003	0.59	0.207	0.341	0.0	1.559	0.442
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.005
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.016	0.0	0.0
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-CS0A97B38B6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-CS0157F2E34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-CS0A97B38B6	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-CS0157F2E34	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.017	0.0	0.019	0.025	0.024	0.019	0.0	0.02	0.033	0.017	0.023	0.044
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	2.413	2.037	2.347	2.093	2.447	1.628	1.987	2.169	2.548	1.661	1.925	2.127
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	1.035	2.334	1.881	1.95	1.931	1.922	2.088	2.112	2.252	2.256	0.861	1.174
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	1.738	0.613	2.233	0.529	2.075	0.106	1.326	0.904	1.589	0.032	2.169	0.999
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	1.738	0.613	2.233	0.529	2.075	0.106	1.326	0.904	1.589	0.032	2.169	0.999
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	1.738	0.613	2.233	0.529	2.075	0.106	1.326	0.904	1.589	0.032	2.169	0.999
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.085	0.025	0.06	0.056	0.0	0.124	0.022	0.035	0.0	0.279	0.052
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.014	0.122	2.137	0.156	0.58	0.007	0.469	0.086	0.069	0.025	0.607	0.03
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.365	0.034	0.071	0.002	0.14	0.011	0.013	0.002	0.047	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	5.857	5.103	5.606	5.319	5.67	5.073	5.337	5.436	5.561	4.9	5.63	5.467
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	0.036	0.089	0.067	0.099	0.086	0.087	0.061	0.101	0.074	0.134	0.034	0.087
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.656	0.557	0.651	0.747	0.693	0.586	0.452	0.678	0.812	0.268	0.421	0.536
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.222	0.127	0.175	0.168	0.158	0.167	0.305	0.148	0.243	0.175	0.163	0.227
IL10RB	Q08334	True	I10R2_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.222	0.127	0.175	0.168	0.158	0.167	0.305	0.148	0.243	0.175	0.163	0.227
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.0	0.007	0.007	0.013	0.006	0.031	0.0	0.01	0.0	0.019	0.0	0.01
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.093	0.108	0.052	0.151	0.07	0.182	0.135	0.088	0.137	0.238	0.032	0.088
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.093	0.108	0.052	0.151	0.07	0.182	0.135	0.088	0.137	0.238	0.032	0.088
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.188	0.117	0.516	0.125	0.303	0.047	0.232	0.238	0.316	0.05	0.718	0.279
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.188	0.117	0.516	0.125	0.303	0.047	0.232	0.238	0.316	0.05	0.718	0.279
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.188	0.117	0.516	0.125	0.303	0.047	0.232	0.238	0.316	0.05	0.718	0.279
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL2RG	P31785	True	IL2RG_HUMAN	IL9 receptor	CPI-CS06B657CAB	2.634	2.0	2.415	2.095	2.33	1.957	2.247	2.113	2.398	1.737	2.335	2.157
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AB	CPI-CS045D41398	0.083	0.141	0.09	0.154	0.085	0.155	0.13	0.123	0.071	0.168	0.035	0.104
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.083	0.141	0.09	0.154	0.085	0.155	0.13	0.123	0.071	0.168	0.035	0.104
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.083	0.141	0.09	0.154	0.085	0.155	0.13	0.123	0.071	0.168	0.035	0.104
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.083	0.141	0.09	0.154	0.085	0.155	0.13	0.123	0.071	0.168	0.035	0.104
IL17RB	Q9NRM6	True	I17RB_HUMAN	IL17 receptor AB	CPI-CS045D41398	0.0	0.0	0.0	0.008	0.0	0.011	0.0	0.007	0.0	0.0	0.0	0.0
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.033	0.0	0.009	0.009	0.008	0.005	0.0	0.003	0.013	0.005	0.0	0.014
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.033	0.0	0.009	0.009	0.008	0.005	0.0	0.003	0.013	0.005	0.0	0.014
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.032
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.042	0.0	0.041	0.0	0.14	0.0	0.019	0.0	0.04	0.0	0.01
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.059	0.061	0.143	0.099	0.102	0.049	0.086	0.067	0.111	0.055	0.121	0.052
IFNLR1	Q8IU57	True	INLR1_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.016	0.013	0.002	0.0	0.007	0.002	0.045	0.013	0.005	0.002	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.0	0.037	0.066	0.079	0.058	0.011	0.065	0.054	0.055	0.005	0.072	0.337
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.804	0.557	0.822	0.741	0.85	0.582	0.601	0.706	0.702	0.521	0.862	0.61
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.078	0.129	0.119	0.15	0.078	0.252	0.08	0.086	0.093	0.137	0.138	0.05
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.0	0.057	0.0	0.129	0.001	0.209	0.0	0.026	0.018	0.164	0.0	0.021
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.011	3.085	0.055	2.773	0.421	2.877	0.423	1.697	0.858	2.388	0.191	3.356
IL9R	Q01113	True	IL9R_HUMAN	IL9 receptor	CPI-CS06B657CAB	0.0	0.0	0.0	0.017	0.0	0.018	0.0	0.005	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	2.632	1.834	2.592	1.978	2.554	1.658	2.226	2.229	2.509	1.706	2.547	2.393
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC01C699B73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC04936738A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.0	0.018	0.0	0.015	0.0	0.005	0.0	0.002	0.0	0.002	0.0	0.006
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.009	0.046	0.044	0.019	0.064	0.009	0.0	0.025	0.052	0.022	0.088	0.064
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.052	0.008	0.068	0.016	0.076	0.051	0.09	0.092	0.068	0.048	0.069	0.131
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0C907A888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC08B1D5269	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.043
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC0F8101D41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.018	0.012	0.011	0.031	0.008	0.005	0.009	0.013	0.009	0.035	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0A199B69E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.0	0.0	0.0	0.008	0.0	0.01	0.0	0.0	0.0	0.005	0.0	0.004
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BA1D5E00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
