gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.0	0.0	0.003	0.0	0.002	0.0	0.004	0.001	0.002	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.0	0.023	0.006	0.016	0.009	0.01	0.0	0.005	0.003	0.0	0.004	0.018	0.024
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.0	1.781	0.21	1.53	0.175	2.305	0.094	0.81	0.313	0.0	1.635	0.078	1.887
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.0	0.017	0.077	0.03	0.062	0.014	0.04	0.022	0.046	0.0	0.0	0.289	0.048
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	0.341	0.64	0.813	0.769	0.949	0.692	1.047	0.728	1.146	0.0	0.726	1.301	0.866
ERFE	Q4G0M1	False	ERFE_HUMAN		CPI-SS09D5B5F9C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.231	0.498	0.155	0.094	0.233	0.398	0.349	0.324	0.412	1.7	0.438	0.036	0.247
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.005	0.001	0.0	0.0	0.011	0.009
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.0	0.0	0.927	0.08	0.308	0.023	0.107	0.147	0.034	0.0	0.022	1.52	0.199
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.0	0.0	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.015	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.0	0.018	0.022	0.051	0.019	0.028	0.017	0.015	0.021	0.0	0.003	0.022	0.035
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	2.833	2.003	2.407	2.368	2.719	1.71	2.588	2.315	2.643	2.178	1.833	2.094	2.401
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	2.58	2.432	2.046	2.274	2.407	2.077	2.113	2.162	2.137	2.878	2.323	0.543	1.624
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	1.947	1.061	2.176	1.683	1.826	0.545	1.303	0.735	1.119	0.0	0.307	2.392	0.61
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	1.947	1.061	2.176	1.683	1.826	0.545	1.303	0.735	1.119	0.0	0.307	2.392	0.61
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	1.947	1.061	2.176	1.683	1.826	0.545	1.303	0.735	1.119	0.0	0.307	2.392	0.61
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.41	0.408	0.041	0.335	0.058	0.022	0.107	0.099	0.092	0.0	0.016	0.498	0.102
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.318	1.403	0.182	0.107	0.067	0.048	0.151	0.056	0.0	0.079	0.398	0.013
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.033	0.267	0.074	0.025	0.018	0.01	0.023	0.012	0.0	0.006	0.056	0.006
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	5.78	5.19	5.561	5.449	5.631	5.2	5.308	5.468	5.496	4.891	5.027	5.64	5.4
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	0.236	0.114	0.083	0.1	0.108	0.128	0.095	0.094	0.111	0.0	0.163	0.033	0.073
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.236	0.623	0.652	0.762	0.718	0.657	0.528	0.718	0.76	0.0	0.317	0.607	0.491
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.268	0.077	0.203	0.183	0.237	0.191	0.421	0.196	0.313	0.751	0.167	0.292	0.19
IL10RB	Q08334	True	I10R2_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.268	0.077	0.203	0.183	0.237	0.191	0.421	0.196	0.313	0.751	0.167	0.292	0.19
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.0	0.0	0.0	0.0	0.003	0.012	0.003	0.002	0.004	0.0	0.004	0.01	0.02
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.467	0.065	0.057	0.049	0.074	0.186	0.115	0.083	0.143	0.0	0.232	0.048	0.065
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.467	0.065	0.057	0.049	0.074	0.186	0.115	0.083	0.143	0.0	0.232	0.048	0.065
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.0	0.262	0.297	0.193	0.214	0.094	0.256	0.229	0.338	0.0	0.083	0.691	0.217
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.262	0.297	0.193	0.214	0.094	0.256	0.229	0.338	0.0	0.083	0.691	0.217
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.0	0.262	0.297	0.193	0.214	0.094	0.256	0.229	0.338	0.0	0.083	0.691	0.217
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL2RG	P31785	True	IL2RG_HUMAN	IL9 receptor	CPI-CS06B657CAB	2.594	1.787	2.275	2.306	2.449	1.982	2.376	2.131	2.47	2.588	1.735	2.409	2.076
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.0	0.097	0.081	0.118	0.073	0.138	0.068	0.096	0.081	0.0	0.096	0.076	0.082
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.0	0.097	0.081	0.118	0.073	0.138	0.068	0.096	0.081	0.0	0.096	0.076	0.082
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.0	0.0	0.009	0.0	0.005	0.003	0.007	0.003	0.003	0.0	0.008	0.018	0.005
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.0	0.0	0.009	0.0	0.005	0.003	0.007	0.003	0.003	0.0	0.008	0.018	0.005
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.06	0.0	0.032	0.0	0.091	0.003	0.002	0.0	0.0	0.0	0.0	0.007
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.268	0.049	0.118	0.073	0.087	0.048	0.069	0.092	0.118	0.0	0.051	0.085	0.095
IFNLR1	Q8IU57	True	INLR1_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.0	0.015	0.017	0.056	0.02	0.009	0.035	0.02	0.031	0.0	0.003	0.0	0.005
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.0	0.091	0.069	0.069	0.035	0.04	0.052	0.067	0.056	0.0	0.027	0.151	0.284
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.744	0.564	0.813	0.696	0.748	0.593	0.711	0.679	0.684	1.7	0.526	0.779	0.571
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.0	0.013	0.083	0.165	0.067	0.192	0.071	0.083	0.08	0.751	0.153	0.105	0.112
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.0	0.01	0.0	0.072	0.0	0.1	0.0	0.001	0.0	0.0	0.104	0.0	0.0
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	1.545	3.073	0.26	2.626	0.449	2.779	0.162	1.448	0.474	0.0	2.424	0.194	3.028
IL9R	Q01113	True	IL9R_HUMAN	IL9 receptor	CPI-CS06B657CAB	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.002	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	2.28	1.987	2.541	2.135	2.364	1.795	2.067	2.237	2.316	2.669	1.763	2.529	2.224
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC01C699B73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC04936738A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.009
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.0	0.015	0.039	0.032	0.026	0.016	0.0	0.03	0.008	0.0	0.016	0.086	0.038
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.0	0.137	0.065	0.086	0.052	0.115	0.039	0.081	0.075	0.751	0.09	0.093	0.088
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
