gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.048	0.041	0.014	0.032	0.042	0.013	0.026	0.031	0.021	0.024	0.115	0.051
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.025	0.0	0.009	0.003	0.023	0.0	0.003	0.007	0.0	0.008	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0E7C1314F	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.013	0.0	0.012	0.005	0.012	0.0	0.003	0.004	0.0	0.012	0.028	0.02
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0E7C1314F	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.0	0.0	0.0	0.002	0.003	0.01	0.002	0.005	0.0	0.005	0.03	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.035	0.065	0.029	0.021	0.032	0.053	0.028	0.013	0.0	0.013	0.0	0.043
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	1.869	2.361	2.287	2.563	1.808	1.985	2.203	2.363	2.217	1.583	1.378	1.956
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	2.173	1.98	2.156	2.352	1.903	1.814	2.025	2.202	2.57	2.32	0.07	1.488
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.824	1.692	1.515	1.269	0.282	0.518	0.459	0.737	0.0	0.015	2.453	0.627
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.824	1.692	1.515	1.269	0.282	0.518	0.459	0.737	0.0	0.015	2.453	0.627
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.824	1.692	1.515	1.269	0.282	0.518	0.459	0.737	0.0	0.015	2.453	0.627
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.456	0.144	0.428	0.076	0.034	0.088	0.04	0.085	0.05	0.006	1.192	0.067
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.383	1.295	0.29	0.138	0.04	0.072	0.043	0.098	0.0	0.02	0.89	0.031
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.045	0.316	0.064	0.026	0.013	0.027	0.01	0.035	0.0	0.007	0.297	0.016
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	5.172	5.485	5.462	5.552	5.268	5.208	5.454	5.419	5.124	4.84	5.484	5.362
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	0.058	0.113	0.191	0.097	0.138	0.098	0.147	0.135	0.052	0.168	0.072	0.036
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.53	0.656	0.842	0.76	0.717	0.42	0.75	0.727	0.726	0.252	0.42	0.516
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.132	0.17	0.169	0.191	0.172	0.382	0.165	0.309	0.479	0.175	0.154	0.149
IL10RB	Q08334	True	I10R2_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.132	0.17	0.169	0.191	0.172	0.382	0.165	0.309	0.479	0.175	0.154	0.149
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.0	0.022	0.0	0.008	0.02	0.014	0.007	0.015	0.031	0.02	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.083	0.057	0.219	0.095	0.136	0.062	0.119	0.132	0.155	0.207	0.0	0.052
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.083	0.057	0.219	0.095	0.136	0.062	0.119	0.132	0.155	0.207	0.0	0.052
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.164	0.346	0.395	0.276	0.168	0.293	0.271	0.286	0.121	0.085	0.962	0.189
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.164	0.346	0.395	0.276	0.168	0.293	0.271	0.286	0.121	0.085	0.962	0.189
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.164	0.346	0.395	0.276	0.168	0.293	0.271	0.286	0.121	0.085	0.962	0.189
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL2RG	P31785	True	IL2RG_HUMAN	IL9 receptor	CPI-CS06B657CAB	1.855	2.297	2.294	2.34	1.975	2.103	2.198	2.381	2.613	1.594	2.5	2.221
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.042	0.069	0.128	0.092	0.134	0.075	0.092	0.099	0.202	0.116	0.091	0.097
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.042	0.069	0.128	0.092	0.134	0.075	0.092	0.099	0.202	0.116	0.091	0.097
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.042	0.069	0.128	0.092	0.134	0.075	0.092	0.099	0.202	0.116	0.091	0.097
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.0	0.012	0.028	0.008	0.013	0.0	0.011	0.011	0.018	0.009	0.05	0.018
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.0	0.012	0.028	0.008	0.013	0.0	0.011	0.011	0.018	0.009	0.05	0.018
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.022
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.027	0.0	0.018	0.0	0.047	0.0	0.001	0.004	0.0	0.0	0.0	0.035
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.033	0.108	0.108	0.129	0.106	0.099	0.137	0.208	0.105	0.055	0.032	0.141
IFNLR1	Q8IU57	True	INLR1_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.0	0.024	0.0	0.012	0.002	0.039	0.017	0.027	0.047	0.004	0.0	0.018
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.014	0.083	0.098	0.06	0.056	0.009	0.065	0.084	0.0	0.008	0.086	0.333
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.421	0.719	0.731	0.714	0.589	0.399	0.656	0.738	0.453	0.466	0.678	0.571
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.13	0.093	0.185	0.082	0.162	0.06	0.1	0.088	0.049	0.135	0.108	0.097
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.0	0.0	0.012	0.0	0.064	0.0	0.003	0.0	0.039	0.092	0.0	0.007
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	3.143	0.743	2.333	0.937	2.541	0.464	1.445	0.725	0.088	2.511	0.101	2.848
IL9R	Q01113	True	IL9R_HUMAN	IL9 receptor	CPI-CS06B657CAB	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	1.855	2.538	2.209	2.39	1.918	1.985	2.221	2.269	2.432	1.681	2.427	2.221
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC01C699B73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC04936738A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.0	0.0	0.016	0.002	0.005	0.0	0.002	0.0	0.0	0.016	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.04	0.064	0.028	0.047	0.024	0.016	0.034	0.038	0.0	0.027	0.028	0.054
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.117	0.072	0.109	0.075	0.123	0.193	0.088	0.078	0.308	0.136	0.129	0.092
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0C907A888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC08B1D5269	0.0	0.0	0.0	0.001	0.0	0.014	0.0	0.008	0.187	0.0	0.0	0.015
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC0F8101D41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.0	0.0	0.01	0.001	0.003	0.0	0.003	0.0	0.015	0.012	0.0	0.019
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
